SK_ID_CURR,TARGET
100001,0.08557471999999999
100005,0.29306129000000003
100013,0.1219671
100028,0.06513599333333334
100038,0.3552237933333333
100042,0.08178363
100057,0.022166609999999996
100065,0.09021079333333332
100066,0.048854289999999995
100067,0.14838236333333332
100074,0.12940276666666667
100090,0.07286862
100091,0.4480956266666667
100092,0.15665743999999998
100106,0.07937358666666666
100107,0.3239714033333333
100109,0.11151925
100117,0.04867430333333333
100128,0.16734632333333332
100141,0.16597483999999998
100150,0.08728424333333333
100168,0.04020907333333333
100169,0.11831786999999999
100170,0.49972819999999996
100171,0.11391934666666667
100172,0.27162688
100184,0.21151278333333334
100187,0.20667741666666664
100212,0.06074923
100222,0.11113202
100223,0.08984745666666666
100232,0.04083468
100241,0.39141150999999996
100245,0.0525282
100253,0.04483359
100256,0.12894072
100271,0.026121136666666666
100278,0.5702428833333333
100280,0.02635943
100306,0.5077435766666667
100311,0.19134412999999997
100312,0.04395839666666666
100330,0.37070263999999997
100331,0.08767092666666666
100352,0.27055051666666663
100358,0.12640325666666666
100367,0.049935133333333326
100382,0.18311236999999997
100384,0.27517671666666665
100385,0.18428348333333333
100386,0.06022382333333333
100399,0.09647452999999999
100404,0.07950796333333332
100416,0.05446220333333333
100422,0.05495691666666666
100426,0.06351507999999999
100438,0.08050764999999999
100444,0.3413236533333333
100445,0.28971637666666666
100446,0.17232304666666665
100447,0.06858392666666666
100450,0.21167316666666666
100466,0.038751593333333334
100483,0.03854584999999999
100484,0.04043614666666666
100494,0.19787892666666668
100510,0.22221183666666666
100512,0.03997647
100517,0.09020336
100548,0.09699374
100551,0.18754845999999997
100552,0.14324788666666666
100553,0.04089532666666666
100561,0.21765239
100568,0.6095380733333333
100569,0.044476363333333324
100591,0.24390466333333333
100592,0.07763284666666667
100602,0.07885882
100607,0.14972910666666667
100613,0.12739923333333333
100617,0.14169727333333332
100618,0.19833469
100622,0.14512504999999998
100625,0.12075638
100677,0.3117903466666666
100699,0.04044544666666666
100702,0.59778376
100711,0.06643131666666666
100729,0.30530979
100740,0.4519365833333333
100744,0.3132566133333333
100745,0.08854214333333332
100747,0.30790365666666664
100751,0.5571991666666666
100752,0.040004026666666664
100753,0.38495222333333334
100754,0.6070584266666667
100760,0.07190718666666666
100762,0.3155710766666666
100763,0.06194718999999999
100765,0.04060034
100770,0.31001214666666665
100772,0.07726334
100777,0.07583599666666667
100791,0.03067842333333333
100792,0.025182293333333335
100797,0.05592705666666666
100823,0.07891952666666667
100826,0.10494039333333333
100830,0.09853026666666666
100836,0.22349127
100872,0.18704840666666664
100910,0.062293466666666665
100913,0.15699607666666665
100918,0.03693619
100931,0.02280293
100952,0.08395595666666666
100953,0.061799139999999995
100965,0.38143496666666665
100970,0.08935159000000001
100982,0.30266191333333337
100983,0.4561908799999999
100984,0.11174082
100987,0.18026621333333334
100997,0.13227022
100998,0.5648118666666666
101002,0.04492738333333333
101005,0.2669356766666666
101008,0.65154394
101020,0.10608504999999999
101021,0.22458770666666664
101024,0.09776559666666666
101025,0.5705538133333333
101026,0.046135813333333324
101031,0.03688179
101041,0.05387354666666666
101051,0.015944943333333333
101055,0.18281697000000002
101056,0.44511448666666664
101057,0.07516094666666666
101064,0.037012953333333334
101079,0.15725457999999998
101087,0.05367035
101090,0.11013261333333332
101092,0.22983594
101097,0.3013066533333333
101099,0.08406934333333332
101107,0.25130290666666666
101118,0.07716216999999999
101125,0.23156793333333334
101126,0.023748176666666662
101128,0.01056388
101136,0.12312721666666665
101140,0.4793465333333333
101149,0.14535272333333332
101160,0.37047669666666666
101169,0.4360087033333333
101181,0.10076837
101186,0.02015026
101190,0.04265062
101193,0.26586951666666664
101194,0.24170391999999996
101198,0.3184960533333333
101200,0.03819694
101204,0.05906459666666666
101211,0.13789883333333333
101213,0.07288088000000001
101223,0.07309610666666666
101225,0.3766641433333333
101237,0.17029684
101243,0.25016189
101244,0.18513953
101258,0.05101463333333334
101259,0.4734374666666666
101268,0.33209398
101269,0.11205182333333333
101271,0.08575869333333333
101279,0.07060667666666667
101281,0.53190962
101287,0.12254034666666666
101292,0.07070205333333333
101294,0.10825355
101296,0.25971987333333335
101297,0.03520739666666667
101299,0.05757129333333333
101301,0.08085504666666665
101305,0.29574325999999995
101308,0.28988850666666666
101318,0.021554133333333333
101327,0.34445068666666667
101329,0.032009949999999995
101332,0.11965807666666667
101337,0.08153802333333333
101343,0.05809200666666667
101345,0.06861319666666665
101346,0.02736893333333333
101353,0.03590753666666666
101354,0.3837640633333333
101355,0.38104323333333334
101356,0.05258699333333333
101362,0.19906211666666665
101363,0.6917544633333332
101365,0.03481575
101366,0.14764184333333333
101367,0.5147103433333333
101368,0.019666036666666664
101374,0.18541471666666667
101380,0.037896023333333334
101383,0.14221220333333331
101398,0.03689539666666666
101399,0.36453083
101401,0.41734735666666667
101412,0.13680707333333333
101426,0.23757566666666666
101427,0.5500801466666666
101428,0.31825957
101429,0.4185645633333333
101434,0.04488562333333333
101440,0.5387708433333334
101448,0.15628773333333335
101449,0.061267209999999996
101465,0.09488544999999998
101467,0.04431211333333333
101472,0.11395228333333333
101478,0.4044660166666666
101497,0.14062213666666665
101504,0.06849687333333333
101547,0.03237718666666667
101548,0.20563684999999998
101555,0.23233195999999995
101570,0.028710226666666665
101572,0.06104733666666666
101578,0.10819843666666666
101580,0.3157339633333333
101588,0.2082082
101602,0.14679481
101610,0.25684781
101614,0.11470978999999998
101616,0.08492808333333332
101643,0.33267384333333333
101644,0.10540411999999999
101649,0.07536573999999999
101650,0.13729245
101665,0.03248161666666667
101667,0.2565324133333333
101669,0.18779749666666665
101674,0.24477173666666666
101675,0.01828192333333333
101678,0.20726940333333332
101682,0.06666691666666666
101686,0.051340493333333334
101697,0.5546019566666667
101700,0.7390417166666667
101711,0.06600001999999999
101714,0.06314619666666667
101715,0.6231380566666667
101728,0.06506262
101732,0.061582229999999995
101757,0.3048905533333333
101758,0.07672387
101759,0.10779209333333332
101762,0.02596237666666667
101764,0.24346332666666667
101780,0.5175691766666666
101784,0.04339793
101789,0.04055216666666667
101816,0.11765225000000001
101819,0.14531467666666667
101827,0.018840406666666667
101863,0.08156354333333332
101867,0.053262359999999995
101870,0.041482526666666665
101873,0.4797605433333333
101878,0.16743040999999997
101879,0.19294570999999996
101880,0.07256773333333333
101887,0.08103074333333332
101897,0.046042573333333336
101901,0.20539635666666667
101903,0.3854859266666667
101920,0.13714874
101921,0.06294268
101922,0.11603159666666667
101961,0.2516875633333333
101962,0.028769799999999998
101971,0.10861573333333333
101976,0.6251550133333333
102002,0.3209741
102005,0.06613318
102007,0.33871902666666664
102017,0.11019351666666666
102019,0.45447424999999997
102029,0.04525204333333333
102051,0.22898784666666666
102052,0.018361043333333334
102054,0.04847343
102062,0.12329083666666665
102067,0.30673394666666665
102068,0.36168138
102070,0.11370342666666665
102090,0.20906962333333332
102092,0.05517322999999999
102099,0.16010038333333332
102100,0.12750440999999998
102112,0.4252911066666667
102113,0.06519392999999998
102122,0.4797986699999999
102123,0.07031946333333333
102125,0.06012025666666666
102126,0.41528924999999994
102146,0.03548796666666666
102147,0.16481837666666665
102151,0.08535260333333333
102158,0.30865718333333336
102159,0.04307803
102162,0.10196598666666667
102165,0.09272455666666665
102166,0.08175214333333333
102174,0.024769836666666666
102193,0.4091416666666666
102198,0.10777745333333333
102205,0.48906296
102206,0.013922139999999998
102218,0.04428268666666667
102221,0.07107045666666666
102230,0.12481088
102238,0.09247492666666667
102248,0.08698626
102252,0.37064830666666665
102259,0.13197555666666666
102262,0.21333260333333331
102273,0.07803618666666667
102286,0.29421768
102293,0.01168836
102294,0.06825717333333334
102296,0.12289972666666667
102298,0.19172580333333333
102303,0.028918573333333333
102309,0.08833832999999999
102315,0.07235911666666667
102340,0.16942413666666667
102342,0.10993512
102344,0.09055124333333334
102346,0.23822275666666665
102347,0.023302356666666666
102374,0.18948590666666668
102380,0.10367903333333334
102387,0.03701623666666667
102393,0.10885041
102403,0.04648629666666666
102413,0.11557862
102414,0.01605292
102415,0.1417883
102416,0.15939651666666665
102439,0.08747846666666667
102441,0.09174979333333333
102443,0.04315140333333333
102444,0.19447388666666665
102445,0.19641455333333332
102448,0.08504690000000001
102449,0.3131406666666666
102450,0.4807732333333333
102456,0.039308739999999995
102458,0.3643118833333333
102459,0.16289020999999998
102465,0.14922913333333332
102470,0.5211183333333334
102471,0.06352299666666666
102475,0.09086897666666666
102476,0.47898796333333327
102506,0.07843093999999999
102509,0.09173888333333333
102519,0.049503436666666664
102522,0.08039098333333333
102545,0.14923821333333334
102549,0.10598927
102562,0.021993306666666664
102563,0.040978313333333335
102568,0.1840295133333333
102582,0.04663172333333333
102592,0.015719746666666666
102597,0.17692323999999998
102605,0.05377803
102614,0.07358743
102617,0.42029988
102634,0.07388087666666666
102652,0.05026597333333333
102655,0.028247626666666664
102671,0.15478947333333332
102694,0.35949564999999994
102701,0.14564697333333332
102703,0.026526726666666667
102704,0.02864911
102713,0.02756016
102720,0.16036588333333332
102731,0.04409629333333333
102733,0.09257574666666665
102749,0.03568784999999999
102755,0.31977084333333333
102763,0.013576576666666666
102770,0.08628145
102772,0.24592015333333328
102799,0.23019432999999997
102838,0.02706834333333333
102854,0.03777886333333333
102862,0.3552286733333333
102863,0.08603646333333334
102867,0.020764116666666665
102868,0.03130872
102878,0.16600414333333333
102887,0.05039711666666667
102898,0.6194408133333333
102904,0.24628282666666665
102912,0.11892295
102919,0.13683226333333331
102927,0.17977498
102932,0.09385806999999999
102933,0.09855431333333332
102935,0.026917253333333332
102958,0.11701356999999998
102969,0.4912704
102971,0.050435506666666664
102975,0.10789015666666665
102979,0.06095605666666666
102982,0.015749376666666662
102987,0.4062358133333333
102989,0.10893384333333332
102995,0.17197440333333333
102996,0.03215726666666666
103000,0.11346935
103001,0.26261716
103004,0.04622738666666666
103010,0.030667666666666663
103025,0.58123019
103029,0.03361538666666666
103046,0.17270708666666668
103056,0.04745122
103062,0.22657339333333332
103078,0.045385916666666665
103083,0.02703926
103092,0.17254764666666667
103096,0.12029272333333334
103097,0.17903661666666665
103102,0.5997763833333333
103112,0.07360997666666666
103132,0.09894219666666668
103144,0.11489174333333332
103145,0.3302182033333333
103146,0.02420004333333333
103147,0.14807885999999998
103158,0.07882778333333332
103171,0.2529604733333333
103173,0.07816651999999999
103184,0.04110353
103195,0.23808686666666662
103196,0.16383986333333334
103206,0.04763086666666666
103230,0.43317489
103231,0.5711417766666667
103232,0.03516825
103239,0.13746881666666666
103240,0.21306560333333333
103243,0.029290079999999996
103252,0.20636661333333334
103258,0.11839199
103259,0.2678923933333333
103279,0.047299643333333335
103280,0.026725923333333332
103286,0.1214191
103287,0.6254577066666667
103290,0.024098869999999998
103298,0.03808751666666667
103315,0.025976749999999996
103319,0.05240566333333334
103334,0.5288047899999999
103336,0.09830755333333333
103345,0.29656525666666667
103368,0.050051803333333325
103371,0.48357127
103377,0.018807539999999998
103398,0.047344863333333334
103404,0.18869520666666667
103408,0.33860168999999996
103410,0.09956578333333332
103418,0.03414859
103420,0.3682523033333333
103432,0.15177023999999997
103433,0.07720606666666666
103436,0.05732012
103440,0.06628034666666666
103453,0.03673227333333333
103459,0.07153027999999999
103460,0.09727561666666665
103461,0.02018971
103462,0.07152099666666667
103473,0.18257073666666668
103474,0.05477889
103475,0.3747047866666666
103478,0.20333420666666663
103480,0.13401100333333332
103484,0.03618258666666666
103494,0.4142213966666667
103513,0.04520668333333333
103515,0.18214259
103516,0.31440767999999997
103525,0.2493986466666666
103541,0.45902272333333327
103544,0.026293653333333333
103562,0.621853
103570,0.49031808666666665
103572,0.3872762833333333
103574,0.051585149999999996
103575,0.14407163666666667
103591,0.39394090666666665
103594,0.021770946666666666
103609,0.17655472333333333
103613,0.4238499366666666
103614,0.11501868333333332
103615,0.08651281666666666
103624,0.12699144666666667
103625,0.45081593
103628,0.31901727999999996
103629,0.01744252
103647,0.09632424333333332
103648,0.16187538666666665
103651,0.06697281666666666
103658,0.08103714333333334
103668,0.20896576666666666
103669,0.08680984333333333
103676,0.08072837666666666
103682,0.08184809666666666
103683,0.19118312333333332
103689,0.04446135666666667
103725,0.17121133333333333
103733,0.17543699666666668
103744,0.11911574666666666
103762,0.41052134
103771,0.6990318433333333
103773,0.012328126666666666
103783,0.11568165666666666
103784,0.19026892666666667
103808,0.05179641
103812,0.11317407333333333
103813,0.35339256666666663
103814,0.18894565666666663
103818,0.11463237666666666
103824,0.036013166666666666
103828,0.023987146666666667
103830,0.5047089933333333
103840,0.04897954333333333
103842,0.22723474999999996
103847,0.3774043733333333
103848,0.30069622333333335
103851,0.06444440333333333
103854,0.2464262333333333
103857,0.3661778333333333
103861,0.056956709999999994
103862,0.13555871333333333
103865,0.046876263333333335
103870,0.024782576666666667
103876,0.04703814666666667
103891,0.6631310266666666
103908,0.16607811333333333
103914,0.19633353666666664
103918,0.18692455666666666
103940,0.043645196666666664
103963,0.27814615
103966,0.10925075
103971,0.45478403999999995
103980,0.20142773666666663
103984,0.11559148999999999
103985,0.05249297333333333
103998,0.47807898
104019,0.03432605
104026,0.055192343333333324
104035,0.19125885666666664
104044,0.08504299666666666
104045,0.22389788666666666
104047,0.26884654333333335
104051,0.029369566666666666
104058,0.08079871
104063,0.056859956666666656
104066,0.6616293466666666
104087,0.09598229666666666
104089,0.21269696333333332
104095,0.11076205666666666
104098,0.24042261999999998
104104,0.09976226333333332
104110,0.6726611166666666
104120,0.06340438
104122,0.11961046333333332
104131,0.09344424666666666
104132,0.12353433333333332
104135,0.05037439666666667
104136,0.051835113333333335
104149,0.13707935
104150,0.20185637666666667
104156,0.6346023166666666
104165,0.2976636933333333
104175,0.041961570000000004
104179,0.24550872666666662
104184,0.30409725666666665
104206,0.053176753333333326
104216,0.5547814733333333
104230,0.45229613999999996
104257,0.04773949333333333
104272,0.04307038666666666
104273,0.17695337333333333
104278,0.06921824666666666
104294,0.21139331333333333
104295,0.05113614999999999
104297,0.11037142333333333
104298,0.19613574333333333
104308,0.03975389333333333
104318,0.08720920333333332
104319,0.2503876333333333
104320,0.22054798666666664
104327,0.31597976333333333
104334,0.14145876666666665
104344,0.10826709333333333
104350,0.06700975
104351,0.2880777566666667
104354,0.15544813666666665
104369,0.26012192
104376,0.25445922
104381,0.08626142
104384,0.22744131333333334
104391,0.03756026666666666
104394,0.07405579
104398,0.5564917633333333
104402,0.02175177
104408,0.17743181333333333
104409,0.03953329
104410,0.8267450533333334
104412,0.07008963
104417,0.2658096933333333
104424,0.11942414
104426,0.03695345666666667
104435,0.13641126666666664
104445,0.07006502
104458,0.03273150333333333
104460,0.06284475666666667
104466,0.023453616666666666
104472,0.15589785666666667
104473,0.19609114
104479,0.04372542333333333
104480,0.03475730333333333
104482,0.08707028333333333
104499,0.045786723333333335
104501,0.030446919999999995
104502,0.020871476666666666
104506,0.2683464666666666
104510,0.011657576666666666
104512,0.06822597333333333
104520,0.39576066
104528,0.07210077666666666
104529,0.018007176666666666
104541,0.23159626666666666
104578,0.040934
104584,0.15970741333333333
104588,0.19375573333333335
104602,0.4004917966666666
104610,0.04013256999999999
104611,0.5036054866666666
104618,0.16939890333333332
104620,0.12255577999999999
104622,0.04484273999999999
104624,0.13245151666666666
104625,0.38784753999999994
104634,0.14017792666666665
104639,0.15728129666666665
104646,0.03558154
104647,0.13366845
104652,0.044876126666666655
104670,0.11399811333333332
104677,0.017589996666666666
104685,0.12826548666666665
104691,0.05137452333333333
104696,0.2565399833333333
104699,0.024008710000000003
104712,0.19370617666666665
104714,0.016522146666666664
104717,0.19907159999999996
104718,0.04442175333333333
104740,0.12493284333333332
104741,0.05773401
104743,0.009185599999999999
104744,0.03988090333333333
104747,0.16444015666666667
104767,0.10907202999999999
104772,0.24004202
104776,0.42370359999999996
104779,0.05896576333333333
104814,0.041384953333333335
104815,0.06597425666666666
104830,0.10261820999999999
104831,0.17621781333333333
104833,0.07683155666666666
104839,0.029779386666666668
104840,0.033114856666666664
104860,0.46829779666666665
104861,0.062256
104866,0.10353917666666668
104870,0.028874023333333332
104877,0.17793858333333332
104878,0.03587579
104879,0.05381340999999999
104880,0.19694356
104899,0.03278245666666667
104906,0.06901287666666667
104907,0.15156529666666665
104913,0.25300846666666665
104916,0.26443315333333334
104921,0.09272492999999998
104930,0.13167500999999998
104931,0.48654956
104936,0.03989769
104937,0.049867956666666664
104942,0.047609183333333326
104943,0.10516257666666666
104969,0.14421636
104972,0.3580358633333333
104988,0.23128707999999998
105013,0.07218463
105015,0.03593632333333333
105019,0.18506046666666665
105027,0.13391587333333332
105030,0.17986272666666667
105035,0.54412957
105041,0.06439546
105051,0.38728757999999996
105056,0.07629083666666667
105067,0.6456165133333333
105071,0.10678143
105072,0.029094236666666665
105074,0.17764456333333334
105091,0.09267800666666667
105101,0.05490764
105103,0.15559609
105134,0.11574219999999999
105139,0.0241725
105142,0.26445759
105146,0.07388349
105163,0.3202137233333333
105168,0.13157517333333332
105172,0.0470048
105176,0.6163161399999999
105195,0.07687132999999999
105196,0.6124529566666667
