SK_ID_CURR,cc_score
100006,0.3767276406288147
100011,0.48217207193374634
100021,0.35974934697151184
100023,0.3923663794994354
100036,0.4171290993690491
100043,0.4061667025089264
100047,0.38834723830223083
100048,0.5367711782455444
100049,0.5498107671737671
100050,0.378215491771698
100059,0.41300827264785767
100075,0.6678176522254944
100077,0.4102436900138855
100082,0.480943888425827
100083,0.4125165045261383
100086,0.347246378660202
100100,0.3600836396217346
100101,0.6265722513198853
100110,0.3974682092666626
100112,0.4406178593635559
100114,0.3852287530899048
100115,0.6273546814918518
100116,0.31819918751716614
100131,0.5460628867149353
100135,0.3767158091068268
100137,0.6273546814918518
100138,0.409351110458374
100139,0.6695132851600647
100143,0.3700806498527527
100144,0.3832663893699646
100145,0.34306666254997253
100148,0.3178291916847229
100151,0.5909525156021118
100152,0.3567030727863312
100153,0.540031909942627
100157,0.361947238445282
100162,0.4070768356323242
100165,0.37371402978897095
100166,0.3861929476261139
100173,0.3501785397529602
100176,0.3346042037010193
100180,0.37032613158226013
100181,0.3837180733680725
100188,0.48996502161026
100190,0.38078153133392334
100193,0.4743765890598297
100197,0.631865918636322
100198,0.4125349521636963
100206,0.3802468478679657
100211,0.5245031714439392
100217,0.5553860664367676
100218,0.631865918636322
100220,0.4673142731189728
100221,0.5768210291862488
100224,0.46514618396759033
100226,0.4230382442474365
100228,0.34675201773643494
100229,0.3763962686061859
100231,0.40712717175483704
100233,0.3632010817527771
100235,0.6695132851600647
100239,0.391926646232605
100250,0.43184730410575867
100254,0.4017081558704376
100258,0.3537101447582245
100259,0.5683916211128235
100260,0.3625432252883911
100266,0.44414597749710083
100267,0.5233102440834045
100273,0.5689432621002197
100274,0.394798219203949
100284,0.4508092403411865
100290,0.46654272079467773
100293,0.3935449719429016
100296,0.6641406416893005
100298,0.6678176522254944
100299,0.359171599149704
100302,0.5259850025177002
100303,0.5467337369918823
100307,0.38782787322998047
100309,0.3875029683113098
100316,0.4225684702396393
100317,0.582572877407074
100321,0.6171667575836182
100327,0.3493298888206482
100329,0.5608360767364502
100336,0.5887480974197388
100338,0.580014705657959
100339,0.41748443245887756
100340,0.32774248719215393
100343,0.3642168641090393
100345,0.5488511323928833
100346,0.402212917804718
100347,0.40972423553466797
100350,0.46391698718070984
100351,0.5036274194717407
100362,0.41563186049461365
100364,0.5179175138473511
100368,0.4374710023403168
100369,0.5731258988380432
100371,0.3451120853424072
100378,0.5915837287902832
100379,0.6695132851600647
100387,0.6678176522254944
100393,0.30596742033958435
100394,0.40466514229774475
100395,0.3603239357471466
100397,0.36052069067955017
100403,0.40708285570144653
100406,0.5122103095054626
100409,0.6641406416893005
100410,0.3948417901992798
100414,0.4663064181804657
100417,0.49065953493118286
100418,0.6652254462242126
100429,0.5631662011146545
100436,0.3708719313144684
100437,0.3857879638671875
100441,0.4783044159412384
100442,0.4143383502960205
100451,0.4129182696342468
100452,0.39903581142425537
100453,0.4123556911945343
100461,0.5193132162094116
100464,0.3943871259689331
100465,0.5081029534339905
100468,0.5004189014434814
100478,0.42862609028816223
100482,0.6342799663543701
100487,0.6235007643699646
100491,0.525985836982727
100493,0.4258263111114502
100502,0.4285171926021576
100504,0.38444364070892334
100505,0.5800961852073669
100513,0.4596441090106964
100514,0.4110725522041321
100515,0.3072344958782196
100519,0.49801507592201233
100523,0.4131433367729187
100524,0.3703722357749939
100526,0.5161052346229553
100528,0.6487709283828735
100530,0.4116480350494385
100531,0.5894641876220703
100532,0.6652254462242126
100534,0.3947189152240753
100536,0.42143744230270386
100537,0.43314650654792786
100542,0.5365217924118042
100550,0.5417172908782959
100554,0.4373556971549988
100555,0.6695132851600647
100556,0.43888530135154724
100563,0.4241635501384735
100566,0.38069844245910645
100572,0.31317076086997986
100577,0.520932674407959
100581,0.47477835416793823
100586,0.5419125556945801
100587,0.40493646264076233
100594,0.4214840531349182
100597,0.6678176522254944
100601,0.4886833727359772
100606,0.48271769285202026
100609,0.6273546814918518
100611,0.5905907154083252
100612,0.532662034034729
100621,0.5418780446052551
100623,0.49800750613212585
100629,0.4001479744911194
100635,0.43764281272888184
100638,0.329241544008255
100639,0.4094911515712738
100647,0.3678746819496155
100651,0.4054344892501831
100653,0.6383187770843506
100658,0.6641406416893005
100662,0.37661945819854736
100663,0.43936610221862793
100681,0.4328961670398712
100684,0.5846090316772461
100685,0.631865918636322
100688,0.6200593709945679
100695,0.36852139234542847
100697,0.39969003200531006
100698,0.3937710225582123
100704,0.4180731177330017
100705,0.5323721170425415
100709,0.4564865231513977
100712,0.2412661761045456
100722,0.3711282014846802
100727,0.3017721176147461
100728,0.5329134464263916
100736,0.38267821073532104
100741,0.42294055223464966
100743,0.36568355560302734
100749,0.4063921868801117
100756,0.38718700408935547
100759,0.5087354779243469
100768,0.5616381764411926
100774,0.5477603673934937
100786,0.65699303150177
100796,0.5656144618988037
100800,0.5919183492660522
100802,0.4511791169643402
100804,0.5930277705192566
100806,0.5150588750839233
100813,0.4301445186138153
100814,0.43725135922431946
100815,0.38791292905807495
100816,0.631865918636322
100819,0.5259878039360046
